CustomerID,Age,Income,Credit_Score,Is_Active,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50
100000,56,82863.8,537,0,-0.1167,-1.1859,1.5633,0.0044,0.4041,-0.0465,-0.2395,1.1283,-0.3606,0.2913,-0.8155,1.3143,0.9026,0.0334,0.7034,-0.4671,-0.0337,-0.4427,-0.4106,-0.9888,-0.5036,2.2143,1.6443,1.2292,0.5619,1.5757,-0.6072,0.2958,-1.5008,-2.1141,1.6291,0.7241,0.0152,0.4015,1.2566,-1.3446,-2.370625,-0.385,-0.1242,0.2956,-0.42,-0.9702,0.8604,1.0247,1.7813,0.9677,1.2816,1.4726,0.834,1.8674
100001,69,78466.15,321,1,-1.0436,0.8454,0.099,1.0956,0.6236,-0.2389,-0.6777,0.451,1.235,0.0835,-0.7996,-0.8992,-1.0846,1.3805,0.7078,-0.0708,0.8174,0.189,-0.4212,-0.1379,0.4299,-1.8093,-0.0661,-1.0765,0.3859,-1.1275,0.9115,-0.8491,-1.2472,1.5168,0.8232,-0.4472,-0.4637,2.3771,-0.1995,-0.0762,-0.3726,-2.2142,-0.1722,1.4069,-0.3377,-0.4906,-0.5477,-0.4102,-0.1945,-0.3908,1.0701,-0.3456,0.4711,-1.8954
100002,46,74683.9,479,0,-0.0113,-0.0467,0.2585,-1.2639,-0.5371,-0.3586,-0.9082,-0.0041,-0.2255,0.0875,-0.3181,-2.359425,0.0877,-0.4131,0.4716,0.241,-0.2022,0.3167,0.7262,0.5596,1.9754,-0.3757,0.7797,-0.8226,1.7237,-0.0046,2.0889,-0.9255,-0.8488,0.2277,-0.5548,-0.2335,0.2854,1.6437,1.812,-0.8872,0.0478,0.8361,0.1558,0.7336,1.0139,-1.5567,1.3891,0.5424,-0.3168,-0.493,0.8251,0.2506,1.3737,-1.8667
100003,32,78150.01,798,0,0.96,0.9447,0.7257,1.1298,-1.0894,0.0126,0.2126,1.0425,0.2188,0.1222,-0.1639,1.1559,-0.6887,0.1784,0.0436,-0.7716,-0.7623,-0.5283,-0.4289,1.016,-1.3642,0.2498,1.4458,-0.2158,0.0651,0.2156,-0.4326,1.5463,-0.4505,1.1808,-0.3926,-0.7555,-0.3726,0.4056,1.3726,-0.3465,-0.7062,1.8846,-0.0469,0.0604,1.4798,2.0548,0.5072,0.3408,1.0732,-1.0458,-1.8251,0.8468,-1.1918,1.0021
100004,60,65737.5,774,0,1.4545,1.6048,1.1929,-0.3717,-0.3756,1.1741,0.4041,0.7916,0.4888,-0.5531,-1.0224,-0.8671,-0.1557,-0.4819,-0.697,-0.9604,-0.4575,-0.475,1.0057,1.4569,0.2967,0.0525,-0.3251,0.5445,0.2267,0.4359,-0.5183,1.5796,-1.0054,1.1607,0.6006,-0.4768,1.0135,1.5615,0.9332,0.1942,-1.5216,0.2445,-0.3684,-0.8585,-1.3944,2.1541,-0.9875,-0.6981,-0.0829,0.0461,-1.7992,-0.4491,1.9247,0.5587
100005,25,34906.2,638,0,-0.2244,-1.6404,-1.3883,0.6908,0.0415,1.1735,-0.4829,0.5643,-1.0342,-1.0871,-0.9028,-1.6854,0.4613,0.8391,0.933,0.572,1.7843,-0.3605,0.7599,0.2149,-1.9141,-0.477,1.9263,-0.1339,-0.0643,0.4905,0.522,1.613,1.0718,1.0715,-0.0785,1.5719,-1.6595,0.6294,-0.2762,-0.8437,-2.370625,-0.02,0.1575,0.5358,0.3118,0.0898,0.2205,-0.2193,-0.2662,1.4297,1.1119,1.6999,1.4165,-0.5615
100006,78,65079.04,830,1,-0.4416,-0.341,1.2322,0.2194,-2.1386,0.9069,-0.8464,-0.836,-0.1869,-1.4032,0.4446,0.6628,0.6425,1.5567,-0.1719,-1.4802,-0.0092,1.6931,-0.7029,0.0267,0.6927,-0.2338,2.052,1.9799,1.1523,0.0569,-1.2951,-0.6813,-1.2957,2.1318,-0.2389,0.5187,-1.0888,0.1934,-0.367,-0.027,-0.498,-0.5738,-0.3486,0.5431,-0.1722,-1.1239,0.2686,-1.1837,-0.1368,1.5445,-0.7611,0.9852,1.1117,0.0347
100008,56,71576.63,360,0,0.6338,1.5007,-1.7552,0.8408,-1.1401,0.7425,-0.4003,-1.1786,1.3048,-0.354,1.5304,0.2135,-0.1929,-0.93,-1.6937,-0.8597,0.105,-0.2385,-1.9797,0.051,-0.0007,-1.7719,-1.1173,-1.3338,0.6011,-0.2459,-0.205,0.9668,0.5613,-0.267,0.1146,-2.0725,1.0436,2.3771,2.3627,0.7898,-0.9732,-1.9135,-2.0028,-0.558,0.9078,-0.1976,1.4283,-0.8328,0.4526,-0.3375,-1.0612,-0.7276,0.1473,-0.5737
100009,75,84787.21,384,1,-0.6095,-1.0887,1.5483,0.3257,-0.3499,-0.4822,-1.9522,-1.6704,-0.2502,2.30315,-1.5694,-0.569,-0.1911,-0.8988,0.2549,-0.2392,0.8747,-0.1967,1.0937,-1.1029,-0.5676,1.9124,-1.2428,0.4428,-0.4153,-0.0321,-0.0758,-0.3151,0.6154,-0.3845,-0.3397,0.4554,-0.9893,-0.3579,-1.274,0.6663,-0.0159,-1.307,-1.6469,-0.8366,2.337975,0.4367,0.7048,1.6049,0.6507,-0.2924,-0.3683,2.0452,2.36725,0.6754
100010,36,60330.42,845,1,-0.611,0.0919,-0.5714,0.2666,-0.3995,1.1348,0.7582,-0.0183,0.727,1.5111,0.9992,0.0928,-0.8682,-1.5156,-1.6987,1.8083,2.0111,-0.4906,2.2109,0.6497,-0.9899,-0.3417,0.4663,0.4227,1.3074,0.9953,0.1827,1.5285,0.2254,0.2034,-0.5471,1.8258,-1.6331,-1.9741,-0.3553,0.4878,2.334825,-1.1058,0.8231,-1.4183,0.8656,-0.653,-0.8616,-0.2496,-0.5817,-1.5678,-2.2305,-1.3638,0.8693,-0.4786
